country,description,designation,price,province,region,name,winery
US,"Puckering in mouthfuls of leathery, burly tannins, the color and power indicate Petit Verdot all right, so dark black is the wine and bursting in black licorice.",AlphaWOLF Ranch Estate,60,California,Temecula Valley,Viognier,Eagle Eye
US,"The most widely available bottling from Evening Land, this has a strong streak of earth and bark, with somewhat flat-tasting fruit flavors of black cherry cola. It finishes earthy and tannic, with a rough edge that may smooth out with additional bottle age.",,28,Piedmont,Gravina,White Blend,Evening Land
Portugal,"Warm and ripe, this is a full-bodied rosé that has the weight and some of the tannins of a red wine. With its vivid pink color and sweet strawberry fruits, it's fruity and ready to drink.",Alandra,8,Mendoza Province,Napa Valley,Grenache Blanc,Herdade do Esporão
Portugal,"A cherry pink, red-cherry flavored wine that has soft, clean fruit and acidity. It's pure fruitiness, easy to drink although with a heft of alcohol that contrasts with its light style.",Vinha da Defesa,13,Central Italy,Cariñena,Tempranillo,Herdade do Esporão
US,"Broad and sinuous in feel, it sports notes of wool, white apricot and papaya. Bright acidity gives the finish some spark.",,30,Other,Navarra,Garnacha-Graciano,Jefferson Vineyards
US,"Dust, pipe ash and pencil shavings give an Old World vibe to the nose. The palate offers very austere blackberry and soil flavors. Serve with pot roast or cigars.",Estate,34,Other,North Coast,Meritage,Joullian
Macedonia,"This Macedonian white is bright yellow with green highlights. It has great aromas of pineapple juice and lemon custard. There are tropical fruit flavors in the midpalate, with a touch of creaminess on the finish.",,13,France Other,Clear Lake,Red Blend,Stobi
Argentina,"Earthy, spicy, concentrated red-berry aromas give way to a full palate with spicy, oaky lead flavors and secondary red-fruit notes. Dry spice and a dusting of chocolate rise up on a simple finish.",Cuma Organic,14,Central Spain,Rutherglen,Shiraz,Michel Torino
Argentina,"Dark aromas suggest shoe polish and roasted black fruits. This feels rubbery and chunky, while the flavor profile includes quick pokes of cherry, plum and rubbery berry before a salty-tasting finish.",,19,France Other,Chiles Valley,Chardonnay,Jed Wines
France,"This is tight, crisp and herbaceous, dominated by Sauvignon Blanc. A mineral character gives a firm texture. It needs to age a few months, so drink from 2015.",Léo de la Gaffelière,14,California,Contra Costa County,Mataro,Maison Malet Roquefort
Italy,"Aromas of underbrush, mushroom and dried tobacco leaves lead the nose. The muddled palate delivers a clash of flavors including dill, sugary vanilla, bitter dark chocolate, sweet oak and espresso alongside green tannins.",Prapò,60,Central Italy,Savuto,Red Blend,Mauro Sebaste
France,"Made from old vines, this complex and structured wine brings out the richness and ripe tannins of 2010. It's firm although the fruit concentration is what shows most strongly. It's an impressive, juicy, red-fruited wine that will age. Drink from 2017.",Grand Vin,29,California,Tumbarumba,Shiraz,Château la Baronnerie
US,"A pleasant aromatic mix of sweet buttercream with salted caramel join with pineapple and guava on this wine from the hills above Silicon Valley. It is nicely rounded on the palate, with pear, apple and more guava leading to a yeasty, acidic finish.",Murphy's Choice,35,Central Italy,Bizkaiko Txakolina,Hondarrabi Zuri,Clos La Chance
US,"Leather, smashed berries and juniper reveal the age of this wine, further enhanced with a meaty mouthfeel, redolent with flavors of blueberry and purple fruits. Charred vanilla touches on the finish.",Reserve,28,Levante,Chalk Hill,Red Blend,Core Winery
Slovenia,"This sweet wine is nut brown in color, with aromas of dried prunes, caramelized pears and raisins. The palate is driven by sweet, dried fruit tones, balanced by bright acidity.",Valentino Sweet Red,60,Rheinhessen,Clear Lake,Syrah,Batič
US,"This Bordeaux-style blend of 25% Merlot, 25% Malbec, 25% Cabernet Franc, 13% Cabernet Sauvignon and 12% Petit Verdot greets the nose with purple fruits, cigar box and menthol. The soft palate is saturated with blackberry pie and peppery spice, presented with nicely chalky tannins.",Mare Nectaris Reserve,52,California,Coteaux du Vendômois,Pineau d'Aunis,Midnight
Portugal,"Dominated by the Trincadeira and Aragonez grapes, this is a super-smooth, ripe wine from northeast Alentejo. Oak aging has rounded out the tannins, with generous red fruit driving the palate. Already completely integrated, this wine needs no further aging to be pleasantly enjoyed.",Reserva,,Amyndeon,Southern Oregon,Pinot Gris,Monte da Penha
France,"This 55% Cabernet Sauvignon, 45% Merlot wine is ripe and spicy. Solid fruit gives a juicy character along with a strong sense of structure. That allows room for plenty of acidity as well as fruit, but also demands aging to allow the mineral texture to soften. Along with owner Monique Bonnet's Château Suau, this vineyard was certified French organic with the 2012 vintage. Drink from 2018.",,25,Burgundy,Paso Robles,Fumé Blanc,Château Maubert
Portugal,"This structured and dense wine hails from the steep, sloping hills of the Lisboa region. While aged in Portuguese oak, which provides spice and dark tannins, the delicious black fruit core is not overpowered. Drink now–2016.",Reserva do Monte,10,Washington,Valpolicella Classico,Red Blend,Casa Santos Lima
Canada,"A detailed wine, with notes of wet slate, apricot and pear alongside high toned spices. It drinks off dry, with ripe stone-fruit flavors balanced by crisp acidity, leading to a lingering finish.",Cave Spring Vineyard Estate Bottled VQA,25,Burgundy,Málaga,Moscatel,Cave Spring
Portugal,"Baga, a grape unique to the Bairrada region, has a reputation for producing tough wines when young. This wine, however, shows the potential of aging the variety. Ripe and rich in character, this wine marries powerful blackberry tones with brooding, structured tannins. It could still age further, but the wine is very drinkable now.",Aliança,41,Sterea Ellada,Vino de la Tierra de Castilla y León,Verdejo-Viura,Caves Aliança
US,"With fruit predominantly from the Mill Station Vineyard in cool Green Valley, warm baking spices and coconut macaroon embody this wine aromatically. A full body of ripe apple and vibrant minerality peaks on the finish.",Barrel Select,75,Southern Italy,Coonawarra,Pinot Noir,B Cellars
US,"Nicely rounded pear aromas surround lemon-lime soda and honey in the center of the nose on this refreshing, cooler-climate Viognier, which offers very pleasant flavors of peach and citrus rind. It's light-bodied and very easy going down.",Bien Nacido Vineyard,28,Stellenbosch,Calabria,Mantonico,Anglim
US,"This well-built wine shows just the barest hint of barrel from fermentation and aging in neutral oak which seems to have rounded out the fruit and put some polish on the mouthfeel. Flavors are a tasty mix of lemon curd, honeysuckle, apple and peach, lightly spiced.",,19,Brda,High Valley,Pinot Noir,Boomtown
US,"A zippy sense of freshness characterizes this wine that's otherwise soft and bright in red raspberry and plum fruit. Subtle and understated black pepper builds up on the finish and stays on the palate a long time, just the slightest suggestion of savory herb peeking through.",,50,California,Mount Veeder,Sauvignon Blanc,Brown Estate
US,"Distinct jalapeño aromas come alongside plum, boysenberry and star anise on this Cab from the team at historic Mount Eden. The green pepper fades to the background on the palate, where ripe plum and woody flavors meet with present but not overpowering tannins.",,35,California,Bourgogne Grand Ordinaire,Chardonnay,Domaine Eden
Portugal,"This is a rich, wood-aged wine, with smoky aromas and a strong spiciness. On the palate, the wine is ripe, full of black fruits and firm tannins. The blend of Touriga Nacional, Aragonez and Syrah has a fine perfumed character, with generous structure and delicious acidity. Drink after 2015.",Vale do Armo Reserva,50,Galilee,Shenandoah Valley (CA),Primitivo,Quinta Vale do Armo
US,"Blueberry, sage and vanilla swirl into an admirable nose on this wine from a property far up the Santa Ynez River valley. There is distinct tar on the palate, like other wines from the property, with smashed black cherry fruit and tobacco herbaceousness present as well.",Paradise Road Vineyard,40,California,La Mancha,Cabernet Sauvignon,Summerland
US,"A project of Marc Mondavi, this wine is a blend of mostly Cabernet Sauvignon, rounded out by tiny percentages of Petit Verdot, Cabernet Franc, Malbec and Merlot. Juicy in dark cherry and blackberry fruit, it is well composed, with a smoky undercurrent.",,18,Washington,Vino de la Tierra Contraviesa Alpujarra,Cabernet Sauvignon,The Divining Rod
Portugal,"An unusual bottling of 100% Alicante Bouschet, this big, bold wine shows primary red and blackberry tones supported by soft tannins. Drink now through 2019.",Aluado,15,Levante,Paso Robles,Petite Verdot,DFJ Vinhos
France,"Ripe and full, it offers great spice, yellow fruits and hints of tropical fruits. It has acidity and is dry, but it's delicious because of its rounded texture and generous body. Drink from 2015.",Le Berger,25,Burgundy,Hunter Valley,Cabernet Merlot,Domaine Gérard Neumeyer
France,"This is all spice and lychee flavors. It's a rounded, soft wine, on the sweet side although with a dry edge. It is not subtle, but it does hit all the Gewurztraminer buttons. Drink now.",Les Princes Abbés,18,Washington,California,Muscat,Domaines Schlumberger
Italy,"Not very expressive, this shows subdued aromas that recall coconut, toasted oak, espresso and raw, red berry. The palate delivers red berry, licorice, mocha and vanilla alongside mild tannins. It's already surprisingly accessible. Drink 2015–2020.",Briccotto,250,Tuscany,Barossa,Rhône-style Red Blend,Domenico Clerico
Italy,"Vibrant and savory, this fresh Nebbiolo doles out blue flower, crushed red cherry and black raspberry flavors. Accents of white pepper add depth while supple tannins and bright acidity create balance. It finishes on a succulent note.",Montegrilli,32,Transmontanas,Long Island,Rosé,Elvio Cogno
US,"Here is a hearty, full-bodied and dry red blend with a vivid black cherry character and spicy accents like black pepper and fennel. Firm and quite tannic, it will pair nicely with rich meat or cheese dishes that need a little bite in the wine to balance them.",C'Est Si Bon,28,Southwest France,Alella,Red Blend,Elyse
US,"Aromas of white peach and vanilla highlight this rich-textured, rather full-bodied white wine. It's made in a generous rather than crisp style, as if it were barrel fermented, and a buttery lushness defines it more than the fairly subtle fruit flavors. Very tasty overall.",,22,Catalonia,Priorat,Syrah,Four Fields
France,"This is a honeyed, sweet wine (a fact not indicated on the label). Spice is surrounded by ripe fruits, apricot and lychee, with added pepper. Some citrus acidity comes through at the end. Drink now.",Steinklotz Grand Cru,25,Washington,Castel del Monte,Sauvignon,Helfrich
Italy,"Aromas include ripe plum, blackberry, vanilla, coffee and a hint of toasted oak. On the palate, notes of mocha and chocolate back up candied cherry and black raspberry. Firm tannins support the juicy flavors. Drink through 2021.",Serragrilli,80,Vipavska Dolina,Cariñena,Grenache-Syrah,Marchesi di Barolo
Italy,"Straightforward and easy-drinking, this starts off with aromas of red rose, violet and red berry. The bright palate offers up wild cherry layered with notes of cinnamon and white pepper balanced with zesty acidity and chewy tannins.",,35,Istria,Arlanza,Rosé,Borgognot
Italy,"Aromas include rose petal, grilled herb, forest floor, coffee and ripe berry. The palate is still rather closed but offers black cherry, vanilla and espresso alongside astringent tannins that give it an abrupt, drying finish.",Cerretta,103,Levante,Mendocino,Primitivo,Ca'Romè
France,"Chosen from a selection of parcels, this dense and complex wine has layers of firm tannins that a give a dry, tough core. Underneath, the juicy, currant and berry fruits need to spring to life. Give this concentrated wine until 2017.",Les Armoiries de Belcier,22,Catalonia,California,Symphony,Château de Belcier
France,"A fruity, crisp and herbaceous blend of Loin de l'oeil and Mauzac, this lively wine also shows some richness. Full of green and citrus fruits, it is finished with a light minerality and acidity. Drink from 2015.",Terrisses Sec,14,California,Pla de Bages,Cabernet Blend,Domaine des Terrisses
Italy,"A blend of Sangiovese, Merlot and Cabernet Sauvignon, this opens with aromas of charred earth, game and a funky whiff of barnyard. The evolved palate offers dried black cherries, prune, coffee, clove, oak and licorice alongside fleeting but astringent tannins.",Il Blu,85,Catalonia,Yecla,Sauvignon Blanc,Brancaia
Italy,"A blend of Syrah and Alicante, this opens with aromas of underbrush, toasted wood, espresso and a whiff of exotic spice. On the palate, the fruit is almost completely dried up, leaving prune and oak-driven sensations of coffee and licorice alongside drying tannins.",Essenzia di Caiarossa,180,Südoststeiermark,Texas,Port,Caiarossa
US,"The winery behind America's first Petite Sirah continues pumping out quaffable bottles, including this show of black plums, pressed violets, black raspberries, white pepper, licorice candy and dill on the nose. The palate offers boysenberries and baked oregano, with a tapenade-like zing on the finish.",,18,Spanish Islands,Leelanau Peninsula,Riesling,Concannon
Spain,"Standard red-berry, rubber and spice aromas are straightforward. This is active on the palate, with pinching tannins, snappy acidity and rawness. Tomato, dry oak, currant, red plum and dusty spice flavors finish with firm tannins and moderate heat and burn.",II Crianza,14,Peloponnese,Santa Clara Valley,Sauvignon Blanc,Covila
Greece,"Complex floral and citric aromas lead this sophisticated white blend. Flavors of fresh tropical fruit, lemon and sea salt are balanced and appealing. A great everyday pour.",Mediterranean,13,Southern Italy,Columbia Valley (WA),Carmenère,Elios
Greece,"Apple, orange and pear aromas lead this distinctive white blend. On the palate, the wine has an appealing balance of chalkiness paired with exotic fruits. The finish offers complexity with a wash of lively acidity.",Lefkos,10,Veneto,Adelaide Hills,Chardonnay-Semillon,Hatzimichalis
Spain,"Ripe plum and berry aromas share the nose with heavy oak notes. This Tempranillo feels dry and tannic, while initially it tastes mostly like sawdust and oak. Deep digging and patience reveal briary berry and salty notes amid a lot of wood.",Barrica,17,Veneto,Calabria,Magliocco,Martín Berdugo
Spain,"Briny, dusty, bready aromas set up a lively but foamy palate. Soda cracker, briny citrus and dried apricot flavors finish salty, pickled and dry, with hints of leftover citrus and green herbs.",Brut,17,Brda,Nardò,Rosé,Parés Baltà
Chile,"Lightly medicinal, stewed aromas of cherry and plum register on the nose. This varietal Tempranillo, something you rarely see in Chile, is jammy on the palate, with red-fruit acidity keeping things bright. Roasted, lightly herbal flavors of plum and wild berry finish peppery and stalky.",Crazy Rows,25,Dingač,Chianti,Malvasia,Viña Bisquertt
Greece,"The Kallisti offers exotic pineapple and tropical fruit aromas leading to a soft, layered palate of roasted nuts, citrus and vanilla. For fans of wines with a softer touch and some oak, this will be a hit. Pair with chicken, cheeses, richer dishes.",Kallisti Reserve,33,Judean Hills,New South Wales,Sémillon,Boutari
Greece,"Forest fruit and pepper aromas lead into flavors of blackberry, cedar and spice. Elegant and exotic, this wine is balanced with good acidity and luscious fruit.",Mythic River,15,Waiheke Island,,Bual,Constantin Gofas
Chile,"Concentrated scents of iodine, olive and herbal blackberry set up a loud palate supported by noticeable acidity. This tastes briny and a bit salty, with herbal black plum and blackberry flavors. A note of prune on the finish is offset by vivid acidity.",Reserva Privada,15,Northern Spain,Patagonia,Cabernet Franc,Viña Casas Patronales
Chile,"Raspberry, plum, leather and earth aromas lead to spice tones on the nose. This feels snappy and juicy, while herbs, red plum, red currant and mild oak flavors end with good weight, balance and oak-based spice notes.",Chungará Gran Reserva,14,Vinho Espumante,El Dorado,Petit Verdot,Viña San Vicente
Germany,"Refreshingly quaffable, this off-dry Riesling juxtaposes juicy, sweet melon and peach flavors with fresh tangerine acidity. The finish is brisk, fringed with a delicious bristle of lime pith.",Kabinett,6,Rhône Valley,Vin de Pays du Val de Loire,Rosé,Johannes Kunz
US,"The deep, dark-red color and jammy fruit aromas signal a bold, friendly style that develops in the ripe blackberry, maple and strawberry flavors. It has a rich, soft texture and lingering finish that is almost sweet.",,13,Croatia,Clear Lake,Sangiovese,Love Noir
US,"This has a very deep-red color with a reddish-purple rim, followed by very ripe, jammy aromas like boysenberry jam with spicy, smoky oak accents. Flavors are ripe, effusive and nearly sweet, as the wine goes for broke in terms of well-ripened grape flavors and generous helpings of sweet-spicy oak.",,22,Vipavska Dolina,Terra degli Osci,Sangiovese,Meiomi
Italy,"Made from Nerello Mascalese, this bright sparkler offers aromas of white and yellow flower and dried fruit. The palate doles out candied nectarine, toasted bread crust, ginger drop and a hint of walnut alongside tangy acidity.",Extra Brut Metodo Classico,30,Washington,Rueda,Sauvignon,Murgo
US,"Black cherry fruits sink even deeper into blackberry jam on this nose, which is leveled by vanilla and black licorice. It's chunky and sticky once sipped, with blueberry juice and chocolate-chip elements that are cut with anise-like herbs. Espresso shows on the finish, which is slightly sour and bitter.",Red Handed,45,California,Central Ranges,Cabernet Sauvignon,HammerSky
Chile,"Leather, fresh mushroom and stalky notes surround a core of black-fruit aromas. This feels hard and choppy, with bold acidity that isn't fully integrated. Plum and berry flavors end in a bright finish driven by the acidity.",Casa Grand Selection,14,Burgenland,Paso Robles,Shiraz-Cabernet Sauvignon,Lapostolle
US,"This is a Tempranillo-based blend, with smaller amounts of Syrah and Malbec. Aged in 24% new oak, it's aromatic with hints of blood, meat, anise and steel. Cranberry and sour cherry fruit flavors are backed by chalky acids, and as it breathes a whiff of toast carries through the finish.",Dark Night,33,Colchagua Valley,Sonoma County,Sauvignon Blanc-Semillon,Ledger David
US,"Quite a bit of Tempranillo is being planted in southern Oregon, and it shows considerable promise. The flavors here suggest cherry cobbler, with ripe fruit at the center. There are streaks of citrus and a touch of toast in the mix, with drying tannins.",,26,Washington,Colorado,Syrah,Melrose
Chile,"Spicy plum aromas show a nuance of smoke on the nose. This has a linear, high-acid palate, with lightly oaked, toasty flavors of currant and plum.",Estate Reserve,14,Washington,Yolo County,Grenache,Millaman
Greece,"This is a great example of a variety Americans are still learning to embrace. Plum and cherry aromas and flavors are approachable and soft, but the wine has good tannic structure which shows potential to age. This would be great with lasagna, steak or vegetarian cuisine.",Single Vineyard Selection,25,Washington,Puglia,Malvasia Bianca,Palivou
Italy,"Cedar, cassis, red currant and grilled herb aromas lead the nose in this blend of 85% Cabernet Franc, 10% Cabernet Sauvignon and 5% Merlot. The palate offers pomegranate, raw red berries, anise, sage and roasted coffee bean alongside raspy tannins that leave an astringent finish.",Argirio,26,California,Niagara-On-The-Lake,Cabernet Sauvignon,PoderNuovo a Palazzone
Italy,"A 50-50 blend of Ciliegiolo and Sangiovese, this opens with aromas of blackberry extract, espresso, tilled soil and a balsamic note. The palate offers dried black cherries accented with mint, menthol and licorice alongside drying, woody tannins. Drink before 2018 to capture what remains of the fruit.",Le Cataste,37,Central Italy,Bendigo,Shiraz,Quercia al Poggio
US,"This is an effusively fruity wine blended from three coastal counties, deep in color and jammy in aroma. Ripe and generous in flavor, it features black cherry and boysenberry, moderate tannins and a medium to full body.",Three County,25,Lemnos,,Sercial,Reata
Italy,"Cedar, black currants, prune and tobacco aromas unfold in the glass. The warm, forward palate delivers dried black cherry, licorice, black pepper and tobacco alongside astringent tannins. While the tannins need to unwind, it's shy on fresh acidity and the fruit is starting to dry up—a result of the hot vintage—so drink sooner rather than later.",,35,Washington,Sonoma Coast,Pinot Nero,San Fabiano Calcinaia
US,"A strong earthiness greets the nose on this appellation blend. Turned loam and black dirt show first, followed by cocoa, cran-raspberry and vanilla bean. The earth shows on the palate too, with juniper, pepper, rhubarb and rose petals balanced by a orange-rind bitterness.",,20,Aegean,Murgia,Nero di Troia,Sarah's Vineyard
US,"This single-vineyard designate is labeled simply Oregon, but is actually Dundee Hills. Somewhat dilute fruit flavors suggest pomegranate and tart strawberries. Despite 18 months in half new French oak, the wood does not overwhelm the fruit, and the wine actually improves overnight. Give it a good decanting for optimum drinking.",Guadalupe Vineyard,32,Burgundy,Puglia,Rosato,Siltstone
US,"There are dank aromas of tree roots and earth on the nose of this wine, which also leans toward sour fruits. Flavors are clean and easy with spicy berry juice and plum skin tannins, showing good grip.",,32,Washington,Jumilla,Petite Verdot,Ventana
Spain,"Red-fruit and citrus aromas create an astringent sensation on the nose. In the mouth, this is rather dilute and wiry in feel. Flavors of cranberry, pie cherry and orange peel finish herbal and lean.",,12,Burgundy,Vino de la Tierra Contraviesa Alpujarra,Chardonnay,Condado de Oriza
US,"Aromas recall overripe pear, tin, pineapple, grass and mineral. The lightly tropical flavors seem dilute backed by green apple-like acidity.",Copper Lily,13,Brda,Navarra,Cabernet Blend,Zero One Vintners
Spain,"Oxidized aromas of vanilla and butterscotch are not terribly enticing or fresh. This chunky Verdejo is round and peachy, with oxidized, leesy flavors of melon and peach. It's flabby on the finish, with no structure.",,28,Pangeon,Orcia,Sangiovese,Finca las Caraballas
France,"Firm and structured, this is a lean and austere wine. It has solid tannins while the juicy acidity and red berry fruits are crisp with hints of green, underripe Cabernet.",,20,Kakheti,Rosso del Veronese,Merlot,Château Le Bourdieu
US,"This has a traditional garnet color with a light rim. It smells a bit earthy and herbal and tastes rather lean, like rhubarb and sour-cherry candy. It's light to medium bodied, a bit quirky but enjoyable.",,11,California,Mâcon-Verze,Chardonnay,Cycles Gladiator
US,"A blend of Cabernet Sauvignon, Merlot, Syrah and Cabernet Franc, this conveys tire rubber, smoke, green herbs and chocolate. The palate is off dry with blackberry and cherry flavors.",Treasure Valley Reserves,25,Provence,St. David's Bench,Viognier,Ste. Chapelle
US,"Demure on the nose with hints of dust, smoke and dried herbs, this is a dry, decidedly savory style of Sauvignon Blanc. It's crisp and spry on the palate with pleasant lemon-lime flavors, but finishes briskly.",Estate Reserve,16,Spain Other,Sicilia,Moscato di Noto,Stony Lonesome
France,"This is a light, obviously wood-aged wine. Black currant fruitiness is right up front along with a spicy, toasty character. That wood will integrate shortly with the acidity to give a fruity, friendly wine.",Château Reynaud Lacoste,12,Tuscany,Lenswood,Bordeaux-style Red Blend,Producta Vignobles
US,"With a shotgun on the label, this wine telegraphs adventure, and it is hugely burly in tannin and oak. Grapes consist of 40% Cabernet Sauvignon, 35% Cabernet Franc and 25% Merlot, a mix that forms blackberry and raspberry notes alongside a green streak of sage.",By Biltmore Estate,40,California,Gavi,Sparkling Blend,The Hunt
US,"This 100% varietal wine comes from Coyote Canyon in the Horse Heaven Hills. Despite being aged in only half new French oak, barrel flavors take over with notes of char, coffee grounds and woodspice dominating the silky-smooth cranberry flavors. It brings some appeal but the variety gets lost.",,28,Northeastern Italy,Vista Flores,Pinot Noir,Trinity Vineyards
Argentina,"Cherry, dry spice and leather aromas are detectable on an otherwise lean and dilute nose. Like the bouquet, the palate on this basic Malbec is thin. Flavors of generic berry fruits finish earthy and scratchy.",,,Washington,Agrelo,Cabernet Franc,Cascada Peak
Spain,"Aromas of forced oak and milk chocolate come across as pasty and unnatural. An abrasive, choppy mouthfeel and oaky flavors of creamy berry fruits are adequate at best. This feels scratchy on the finish.",Roble,14,Languedoc-Roussillon,Pays d'Oc,White Blend,Condado de Oriza
Spain,"Aromas of canned peaches and children's vitamins lack appeal. This feels fleshy and far from precise, with a mix of oxidized white-fruit and bitter flavors that leads to a mealy finish.",,18,California,Suisun Valley,Rosé,Eterna Juventud
France,"Earthy aromas need time to blow away once this is opened. After that, the wine gives lean fruit, a tight and mineral stalkiness and high acidity. Bitter extraction cuts through the wine.",,25,Oregon,La Mancha,Chardonnay,Château Bournac
Spain,"Vague cherry and raspberry aromas come with notes of arugula and bell pepper. The palate is adequate but faltering, while flavors of raspberry show a note of jalapeño. The finish feels decent, with flavors that reflect all that came before it.",El Circo Payaso Garnacha,8,Mendoza Province,Mokelumne River,Zinfandel,Grandes Vinos y Viñedos
US,This lightly aromatic wine offers notes of herbs and kiwi. The flavors and acid seem dilute.,Wise Guy,10,Mendoza Province,,Sauvignonasse,Corvidae
US,"With very neutral aromas and flavors, this medium-bodied and reasonably crisp wine will be fine for everyday meals. Made from 60% Chardonnay and 40% Viognier, it is quiet and subdued. .",Ringer,10,California,San Benito County,Mourvèdre,Avelina
Spain,"Wiry, narrow aromas of red fruits and bell pepper lead to a grabby, tight palate. Flavors of spicy plum and green herbs are slightly bitter, while the finish feels raw and tannic.",Castillo Ducay,9,Beaujolais,Vin de Pays des Côtes de Thongue,Pinot Noir,Bodegas San Valero
Argentina,"Pine and other atypical aromas for most red wines precede a clampy, tannic palate with funky plum, herb and mildly bitter flavors. A short, hard finish is choppy, with hard tannins and herbal tartness.",Callejon del Crimen Gran Reserva,28,California,Tierra de León,Rosé,Finca La Luz
Spain,"Dusty, candied aromas of raspberry and stone fruits aren't all that fresh or defined. This has a grabby, citric feel and briny red-fruit flavors that are echoed on a full, chunky finish.",,15,Virginia,,Madeira Blend,Roquesán
US,"Aromatically unusual, this suggests raspberry jam, purple flowers, orange peel and manure. Flavors are tangy and almost seem to have a light spritz.",Upland Vineyards,30,Levante,Saumur,White Blend,Burnt Bridge
Spain,"Stalky aromas are dry and suggestive of animal hide. A level mouthfeel and elastic tannins allow for earthy, floral raspberry and plum flavors to do well despite a weedy element. Floral notes and herbal flavors mark the finish.",Reserva,15,Central Italy,Saumur,Chenin Blanc-Chardonnay,Viña Albali
US,"It's odd to find reductive elements on a white wine, but this—which comes from a property that's grown grapevines for a century or so—shows an tarry funk on the nose, with crisp pears and honeyed apples slowly emerging. The palate offers stonefruit syrup, honey and poached pears, and also gives off rubbery reductive elements.",,,Mendoza Province,Emilia-Romagna,Moscato,Solis
US,"This lightly volatile wine shows notes of cherry cola, dried fruit and woodspice. It doesn't drink entirely dry with the alcohol riding high on the medicine-cabinet flavors.",,65,California,Coteaux d'Ancenis,Rosé,Stina's
France,The wine is stalky with a green element that suggests underripe fruit. Black currant competes with burnt flavors that will soften as the wine ages. Drink from 2017.,,19,Krk,Vino de la Tierra de Castilla,Shiraz,Château Fleur la Mothe
US,"This blend offers notes of bell pepper, dried tobacco and blue fruit. The plum, medicine cabinet and savory flavors are sweet with a sharp finish.",,22,Lombardy,Forlì,Red Blend,Fujishin
Spain,"This brawny, heavy Monastrell opens with sketchy, murky aromas of stewed, herbal berry fruits, while the palate is oaky and resiny. Baked, burnt berry flavors mixed with heavy doses of hickory and clove finish bitter and outright woody.",,16,California,Navarra,Graciano,Juan Gil
Spain,"Dense, roasted, earthy aromas start with tomato and fall off to raisiny and overripe. A chunky, flabbby, raisiny palate follows suit, while raisin and fruit-cake flavors maintain this wine's soft, overripe character.",Reserva,19,Lombardy,Coteaux du Languedoc,Picpoul,Lágrimas de Maria
France,"This has plenty of tannins, but seems thin on the fruit. It gives an unbalanced wine that should have filled out by now. The texture is extracted with a hard edge.",,25,Oregon,Australia,White Blend,Château Vieux Peyrouquet
US,"Troon is going all in on Tannat, and this latest release—all estate-grown—marks a dive into natural winemaking. That means hand-picked, foot-stomped, native yeast and no additions during fermentation. Smooth, almost burnished to a fine gloss, this has dense fruit flavors of blueberry, boysenberry and blackberry. A dark streak of espresso, graphite and charcoal adds extra weight and length.",Estate,35,Sicily & Sardinia,Carneros,Pinot Meunier,Troon
US,"One of the deeper-colored rosés available, this memorable, medium-bodied wine bursts with fruity aromas and red wine-like flavors. It smells like cherries and apple skin and tastes fresh and brambly, as its generous texture fills the mouth with fruitiness that lasts through the finish.",Rendezvous,15,Sicily & Sardinia,Rogue Valley,White Blend,Wild Thing
Austria,"Yeast, lemon balm and sage notes mingle on the nose. The palate adds saltiness and ample green apple and citrus flavors. The body is slender, its slight spritz further accentuating the fruit freshness. A refreshing summer wine with real verve.",Kremser Sandgrube,15,California,Napa Valley,Muscat Canelli,Winzer Krems
Austria,"The nose of this wine is somewhat reduced, signalling that it needs to breathe. The palate is zesty and comes with a wonderfully grippy but taut phenolic texture, lending structure to its slim body of green and yellow apple fruit with riper notions of yellow plum and peach. The finish is clean, dry and refreshing.",Orange T,23,California,Vin de Pays de L'Herault,Rosé,Zahel
US,"Subtle aromas vie for a place amidst bold swathes of toasted oak and leather in this concentrated, full-bodied wine. Plum and forest floor fill out the midpalate, striking a balance between ripe fruit and savory seasonings.",Patzimaro Vineyard,95,Other,South Eastern Australia,Sémillon,Duckhorn
New Zealand,"Fennel and yellow plum notes mark the nose, followed by flavors of peach, mirabelle plum and something akin to vegetable oil. This is richly textured for a dry Riesling, with a lingering, velvety feel on the long finish.",Single Vineyard Dry,20,Rhône Valley,Recioto della Valpolicella,Red Blend,Huia
New Zealand,"This medium-bodied, succulent wine blends three varieties into a complex and harmonious whole. Melon, stone fruit and grapefruit flavors are tinged with hints of peppery-gingery spice, then end long and mouthwatering.",Tangle Estate Grown Organic Pinot Gris-Gewurztraminer-Riesling,16,Washington,Amador County,Black Muscat,Hunky Dory
US,"Cherry cordial rises to the fore of this rich, thick and full-bodied red blended with 25% Syrah. Velvety in texture, it offers a wealth of meat, dust and chocolate flavors.",,40,Washington,Colli di Rimini,Cabernet Sauvignon,Ideology
US,"Full bodied and well balanced, this wine has a broad, mouthfilling texture and enough concentration to carry its rich fruit notes into the finish. Cedar and black currant aromas meet black cherry and blackberry flavors, while a layer of fine-grained tannins frames the whole picture.",,25,Washington,Puglia,Montepulciano,Moniker
Spain,"Creamy oak aromas shout “vanilla” and “wood resin” in full voice. This is a rough wine with stampeding tannins. Toasty boysenberry flavors are more pounding than elegant, while this tastes of bitter chocolate on an aggressive finish. Give this five years and it may show better but now it's massive and unsettled.",First Label,110,Setubal,Sant' Agata dei Goti,Falanghina,Bodegas Fuentespina
